Name,Lines,Words,Profanity Count,Profanity List,Profanity Frequency
cartman,335,4540,99,"{'coon': 13, 'fuck': 11, 'god': 10, 'bitch': 5, 'kill': 5, 'shit': 4, 'fucking': 4, 'dick': 4, 'hell': 4, 'pissed': 3, 'fuckin': 3, 'butthole': 2, 'stupid': 2, 'pot': 2, 'crap': 2, 'whore': 2, 'tampons': 2, 'vagina': 1, 'bitching': 1, 'titty': 1, 'scrotum': 1, 'semen': 1, 'suck': 1, 'gay': 1, 'ass': 1, 'asshole': 1, 'boobs': 1, 'poop': 1, 'heroin': 1, 'prostitutes': 1, 'damn': 1, 'rape': 1, 'pee': 1, 'fucked': 1, 'sucks': 1, 'fat': 1, 'screwed': 1, 'goddamn': 1}",2.18
heidi,204,2618,46,"{'bitch': 6, 'shit': 6, 'fat': 4, 'fuck': 4, 'pissed': 3, 'god': 2, 'goddammit': 2, 'stupid': 2, 'ass': 2, 'asshole': 2, 'pee': 1, 'crap': 1, 'whore': 1, 'pussies': 1, 'sucks': 1, 'bitches': 1, 'shitting': 1, 'slave': 1, 'hell': 1, 'bullshit': 1, 'assholes': 1, 'screw': 1, 'fucked': 1}",1.76
randy,199,3110,45,"{'hell': 9, 'shit': 4, 'god': 3, 'fuckin': 3, 'goddammit': 2, 'fucking': 2, 'asshole': 2, 'crap': 2, 'assholes': 1, 'stupid': 1, 'gay': 1, 'fuck': 1, 'bitch': 1, 'anal': 1, 'rape': 1, 'raped': 1, 'whore': 1, 'suck': 1, 'rectal': 1, 'poop': 1, 'ass': 1, 'screw': 1, 'kill': 1, 'bullshit': 1, 'fucks': 1, 'shitting': 1}",1.45
stan,135,1344,13,"{'hell': 3, 'fuck': 3, 'kill': 2, 'bitch': 2, 'ass': 2, 'asshole': 1}",0.97
kyle,130,1601,13,"{'shit': 3, 'hell': 3, 'sucks': 2, 'dick': 1, 'coon': 1, 'ugly': 1, 'bitch': 1, 'god': 1}",0.81
butters,65,838,8,"{'fuck': 2, 'tampon': 1, 'sucked': 1, 'shit': 1, 'coon': 1, 'screw': 1, 'goddamn': 1}",0.95
tweek,65,626,11,"{'god': 6, 'shit': 2, 'kill': 1, 'pawn': 1, 'sucks': 1}",1.76
craig,60,595,5,"{'god': 2, 'goddamn': 1, 'pee': 1, 'crap': 1}",0.84
pc principal,52,911,1,{'shit': 1},0.11
garrison,37,438,13,"{'fuck': 2, 'shit': 2, 'dick': 1, 'douche': 1, 'faggot': 1, 'shits': 1, 'retard': 1, 'raped': 1, 'fucked': 1, 'turd': 1, 'god': 1}",2.97
jimmy,36,506,2,"{'hell': 1, 'pissed': 1}",0.4
nathan,36,558,11,"{'bitches': 2, 'fuck': 2, 'sex': 1, 'pussy': 1, 'cock': 1, 'assholes': 1, 'muff': 1, 'fucking': 1, 'bullshit': 1}",1.97
strong woman,35,522,4,"{'farts': 1, 'slope': 1, 'hell': 1, 'god': 1}",0.77
darryl,33,370,9,"{'kill': 2, 'fuckin': 2, 'pussy': 1, 'goddamned': 1, 'hell': 1, 'shit': 1, 'god': 1}",2.43
mark,31,406,5,"{'penis': 2, 'god': 2, 'coon': 1}",1.23
sharon,30,294,1,{'god': 1},0.34
stephen,30,508,5,"{'penis': 2, 'poop': 1, 'sex': 1, 'god': 1}",0.98
mr mackey,28,312,2,"{'fuckin': 1, 'fucking': 1}",0.64
marcus,28,536,5,"{'hell': 1, 'rectal': 1, 'anus': 1, 'god': 1, 'ass': 1}",0.93
bob white,25,406,3,"{'damn': 1, 'fucking': 1, 'penis': 1}",0.74
jerry jones,24,450,0,{},0.0
marvin,21,276,7,"{'bitch': 2, 'farts': 2, 'suck': 1, 'shit': 1, 'douchebags': 1}",2.54
ryan,19,268,4,"{'shit': 1, 'hell': 1, 'cum': 1, 'bitch': 1}",1.49
chip,19,146,2,{'kill': 2},1.37
tolkien,18,104,2,"{'fuck': 1, 'fat': 1}",1.92
steve,17,207,1,{'hell': 1},0.48
dna test administrator,16,295,2,"{'anal': 1, 'homo': 1}",0.68
miss conduct,16,243,0,{},0.0
minister of streaming,16,200,2,"{'pissed': 1, 'sucks': 1}",1.0
richard,15,122,2,"{'penis': 1, 'hell': 1}",1.64
alexa,13,123,8,"{'butthole': 2, 'tampon': 1, 'vagina': 1, 'poop': 1, 'titty': 1, 'scrotum': 1, 'suck': 1}",6.5
mr galtman,13,100,0,{},0.0
bill,13,100,0,{},0.0
kenny,13,123,2,"{'dick': 1, 'ass': 1}",1.63
sgt yates,13,158,0,{},0.0
officer bright,13,307,4,"{'hell': 2, 'hells': 1, 'bitch': 1}",1.3
liane,12,125,1,{'potty': 1},0.8
mrs mcgullicutty,12,168,1,{'bitch': 1},0.6
protesters,10,58,0,{},0.0
theresa,10,111,2,{'god': 2},1.8
mackey,10,139,0,{},0.0
mimsy,10,130,3,"{'sex': 1, 'cock': 1, 'kill': 1}",2.31
gerald,9,51,0,{},0.0
fourth grade choir,8,46,0,{},0.0
doctor,8,80,0,{},0.0
operator 1,8,129,1,{'coon': 1},0.78
the boys,8,45,0,{},0.0
mayor mcdaniels,8,148,0,{},0.0
mcconnell,8,69,0,{},0.0
wendy,8,78,3,"{'slave': 1, 'bitch': 1, 'ass': 1}",3.85
vicky,7,69,0,{},0.0
the men,7,53,1,{'fuck': 1},1.89
protester 5,6,35,1,{'fuck': 1},2.86
clyde,6,40,0,{},0.0
thomas,6,81,0,{},0.0
stuart,6,32,1,{'god': 1},3.12
terrance,6,66,1,{'fart': 1},1.52
phillip,6,61,4,"{'fart': 2, 'farts': 1, 'shit': 1}",6.56
jim bob,5,31,1,{'hell': 1},3.23
protester 4,5,17,1,{'bitch': 1},5.88
anchor 4,5,157,3,"{'fuck': 1, 'bitches': 1, 'ass': 1}",1.91
lola,5,34,0,{},0.0
barkley,5,65,0,{},0.0
wilson,5,22,1,{'poop': 1},4.55
linda,5,39,0,{},0.0
ms mcgullicutty,5,80,1,{'ass': 1},1.25
coroner,5,72,2,"{'rectal': 1, 'anal': 1}",2.78
ticket taker,5,43,0,{},0.0
isla,5,39,1,{'fuck': 1},2.56
anchor tom,5,100,0,{},0.0
crystal,5,26,0,{},0.0
cleetus,4,23,0,{},0.0
driver 1,4,32,0,{},0.0
field reporter,4,106,1,{'douche': 1},0.94
pence,4,45,0,{},0.0
president,4,33,1,{'bitches': 1},3.03
waiter,4,27,0,{},0.0
heidi 4,3,19,0,{},0.0
wife,3,15,0,{},0.0
announcer,3,73,0,{},0.0
masked voice,3,47,0,{},0.0
adam,3,18,1,{'coon': 1},5.56
elderly man,3,14,0,{},0.0
marcus dad,3,58,0,{},0.0
officer stevens,3,36,0,{},0.0
swiper,3,31,0,{},0.0
annie,3,31,1,{'shit': 1},3.23
mr turner,3,32,0,{},0.0
bebe,3,33,0,{},0.0
red,3,25,0,{},0.0
pence ryan mcconnell,3,12,0,{},0.0
the girls,3,5,0,{},0.0
reporter,3,70,2,"{'semen': 1, 'kill': 1}",2.86
nichole,3,11,0,{},0.0
sportscaster 1,3,53,0,{},0.0
francis,3,29,0,{},0.0
timmy,3,3,0,{},0.0
jimbo,3,16,0,{},0.0
heidi 3,2,28,0,{},0.0
judge,2,26,0,{},0.0
heidi 1,2,17,0,{},0.0
heidi 2,2,9,0,{},0.0
ike,2,16,1,{'poop': 1},6.25
father,2,24,2,"{'fat': 1, 'shit': 1}",8.33
gary,2,12,0,{},0.0
the parents,2,11,0,{},0.0
nancy,2,9,0,{},0.0
townsfolk,2,18,0,{},0.0
peter galtman,2,85,0,{},0.0
woman 1,2,22,0,{},0.0
woman 2,2,15,0,{},0.0
man 2,2,31,0,{},0.0
mrs tweak,2,11,0,{},0.0
johnson,2,21,0,{},0.0
tony,2,21,0,{},0.0
toby,2,19,1,{'asses': 1},5.26
mr standish,2,18,0,{},0.0
peppa,2,16,1,{'fuckin': 1},6.25
receptionist,2,14,0,{},0.0
chuck e cheese,2,9,0,{},0.0
elderly man 3,2,4,2,"{'suck': 1, 'fuck': 1}",50.0
rick,2,42,1,{'fat': 1},2.38
cop 2,2,19,0,{},0.0
kids,2,6,0,{},0.0
sportscaster 2,2,52,0,{},0.0
another owner,2,13,1,{'fat': 1},7.69
the kids,2,2,0,{},0.0
