Name,Lines,Words,Profanity Count,Profanity List,Profanity Frequency
cartman,801,9868,255,"{'god': 70, 'hell': 44, 'ass': 15, 'screw': 11, 'fat': 11, 'tits': 9, 'crap': 8, 'suck': 7, 'bitch': 6, 'asshole': 6, 'damn': 5, 'screwed': 5, 'stupid': 5, 'penis': 3, 'pee': 3, 'assholes': 3, 'sucks': 3, 'dumbass': 2, 'hooters': 2, 'naked': 2, 'ugly': 2, 'hells': 2, 'gay': 2, 'pissed': 2, 'bitches': 2, 'kill': 2, 'pussies': 2, 'oral': 1, 'scum': 1, 'fag': 1, 'dicks': 1, 'piss': 1, 'raped': 1, 'pot': 1, 'goddammit': 1, 'screws': 1, 'bastard': 1, 'pussy': 1, 'penetration': 1, 'gods': 1, 'dumbasses': 1, 'douchebag': 1, 'retarded': 1, 'boner': 1, 'bastards': 1, 'retard': 1, 'dummy': 1, 'goddamned': 1}",2.58
stan,607,5463,109,"{'hell': 19, 'god': 15, 'ass': 10, 'fatass': 9, 'fat': 9, 'stupid': 6, 'prostitute': 5, 'shit': 5, 'bitch': 4, 'asses': 3, 'sucks': 2, 'bastards': 2, 'damn': 2, 'kill': 2, 'pissed': 2, 'sucked': 2, 'hells': 1, 'homos': 1, 'retarded': 1, 'dick': 1, 'sexual': 1, 'gay': 1, 'fuck': 1, 'suck': 1, 'facial': 1, 'screwed': 1, 'pee': 1, 'sex': 1}",2.0
kyle,502,4084,92,"{'hell': 14, 'fatass': 11, 'fat': 9, 'god': 8, 'ass': 7, 'stupid': 4, 'suck': 3, 'pissed': 3, 'pussies': 3, 'sucks': 3, 'sex': 2, 'kill': 2, 'dumbass': 2, 'screw': 2, 'crap': 2, 'bastards': 2, 'fuck': 1, 'fart': 1, 'bitch': 1, 'bastard': 1, 'douche': 1, 'gods': 1, 'gay': 1, 'asses': 1, 'goddammit': 1, 'damn': 1, 'piss': 1, 'hells': 1, 'uterus': 1, 'screwed': 1, 'fuckin': 1}",2.25
mr garrison,135,2061,38,"{'hell': 5, 'god': 5, 'gay': 3, 'suck': 3, 'crap': 3, 'klan': 2, 'poontang': 2, 'vaginas': 1, 'sex': 1, 'bastards': 1, 'titties': 1, 'poon': 1, 'breasts': 1, 'dongs': 1, 'schlongs': 1, 'penis': 1, 'bastard': 1, 'bitch': 1, 'vulgar': 1, 'damn': 1, 'stupid': 1, 'ass': 1}",1.84
kenny,129,486,16,"{'fuck': 5, 'fuckin': 2, 'god': 1, 'damn': 1, 'fucking': 1, 'bullshit': 1, 'screw': 1, 'stupid': 1, 'vagina': 1, 'shit': 1, 'titties': 1}",3.29
timmy,122,287,0,{},0.0
satan,111,1243,24,"{'god': 12, 'hell': 5, 'pussy': 3, 'fucking': 1, 'kill': 1, 'ass': 1, 'asshole': 1}",1.93
chef,103,1536,33,"{'god': 7, 'damn': 6, 'ass': 5, 'hell': 3, 'prostitute': 3, 'gay': 2, 'bastard': 1, 'asses': 1, 'slave': 1, 'bastards': 1, 'clitoris': 1, 'rimjob': 1, 'prostitutes': 1}",2.15
pip,94,1000,7,"{'kill': 2, 'fat': 1, 'ass': 1, 'arse': 1, 'ugly': 1, 'bitch': 1}",0.7
butters,87,1004,8,"{'fat': 1, 'ass': 1, 'bitches': 1, 'horny': 1, 'hell': 1, 'naked': 1, 'dumbasses': 1, 'titties': 1}",0.8
