Name,Lines,Words,Profanity Count,Profanity List,Profanity Frequency
cartman,459,8315,154,"{'fuck': 17, 'god': 13, 'coon': 12, 'gay': 8, 'fags': 6, 'assholes': 6, 'fag': 5, 'bitch': 5, 'hell': 5, 'crap': 4, 'stupid': 4, 'dicks': 3, 'goddamned': 3, 'butthole': 3, 'whore': 3, 'fucking': 3, 'ass': 3, 'fuckin': 3, 'damn': 3, 'slut': 3, 'kill': 3, 'penis': 2, 'coons': 2, 'motherfucker': 2, 'goddammit': 2, 'douchebag': 2, 'sex': 2, 'shits': 2, 'playboy': 1, 'douche': 1, 'rape': 1, 'dick': 1, 'farts': 1, 'smut': 1, 'asshole': 1, 'vagina': 1, 'queef': 1, 'pissed': 1, 'polacks': 1, 'shit': 1, 'fat': 1, 'turd': 1, 'dumbass': 1, 'rectum': 1, 'gods': 1, 'screwed': 1, 'suck': 1, 'piss': 1, 'faggots': 1, 'heroin': 1, 'bitches': 1, 'retarded': 1, 'pisses': 1}",1.85
stan,308,3107,67,"{'hell': 8, 'fags': 6, 'crap': 5, 'god': 5, 'pee': 5, 'gay': 4, 'stupid': 4, 'damn': 3, 'fag': 3, 'ass': 2, 'fuck': 2, 'screw': 2, 'pees': 2, 'sex': 1, 'turds': 1, 'douche': 1, 'coon': 1, 'kill': 1, 'fucking': 1, 'bitch': 1, 'naked': 1, 'goddamn': 1, 'douchebags': 1, 'assholes': 1, 'goddamned': 1, 'shits': 1, 'douchebag': 1, 'slut': 1, 'vagina': 1}",2.16
kyle,238,2435,62,"{'hell': 9, 'pee': 9, 'god': 6, 'crap': 4, 'stupid': 4, 'gay': 4, 'fucking': 3, 'turd': 2, 'fatass': 2, 'fag': 2, 'ass': 2, 'pees': 2, 'sex': 1, 'sucks': 1, 'fat': 1, 'screw': 1, 'douchebags': 1, 'shit': 1, 'asshole': 1, 'screwed': 1, 'pimp': 1, 'kill': 1, 'fags': 1, 'fuck': 1, 'dumbass': 1}",2.55
butters,206,2721,66,"{'bitch': 19, 'bitches': 9, 'pimp': 5, 'motherfuckin': 5, 'gals': 4, 'slut': 3, 'stupid': 3, 'god': 2, 'fuckin': 2, 'pimps': 2, 'sex': 1, 'kill': 1, 'queef': 1, 'gay': 1, 'sucked': 1, 'hell': 1, 'dick': 1, 'shit': 1, 'fat': 1, 'fag': 1, 'weiner': 1, 'pee': 1}",2.43
randy,157,2353,38,"{'god': 8, 'pee': 5, 'stupid': 4, 'farts': 3, 'crap': 2, 'assholes': 1, 'maxi': 1, 'vagina': 1, 'queefs': 1, 'queef': 1, 'screwed': 1, 'goddamn': 1, 'suck': 1, 'kill': 1, 'boner': 1, 'hell': 1, 'shit': 1, 'sucks': 1, 'fags': 1, 'pissed': 1, 'faggots': 1}",1.61
jimmy,76,864,18,"{'whore': 3, 'suck': 3, 'fat': 2, 'fucks': 1, 'polack': 1, 'dicks': 1, 'gay': 1, 'fucking': 1, 'dick': 1, 'bitch': 1, 'kill': 1, 'ass': 1, 'faggots': 1}",2.08
kenny,58,345,16,"{'fucking': 5, 'fuck': 2, 'sex': 1, 'motherfucking': 1, 'bullshit': 1, 'blowjob': 1, 'screw': 1, 'crap': 1, 'shit': 1, 'bitch': 1, 'ass': 1}",4.64
the coon,58,949,35,"{'coon': 7, 'fucking': 3, 'raping': 2, 'rapist': 2, 'hell': 2, 'fuckin': 2, 'raped': 1, 'rape': 1, 'rapists': 1, 'sexual': 1, 'whore': 1, 'retarded': 1, 'fat': 1, 'goddammit': 1, 'motherfucker': 1, 'douchebag': 1, 'shit': 1, 'asshole': 1, 'butthole': 1, 'fucker': 1, 'dick': 1, 'scrotum': 1, 'fuck': 1}",3.69
wendy,35,480,7,"{'stupid': 2, 'god': 1, 'vag': 1, 'fat': 1, 'crap': 1, 'kill': 1}",1.46
kanye,35,530,20,"{'gay': 9, 'motherfuckin': 3, 'hell': 2, 'motherfuckers': 2, 'damn': 1, 'ass': 1, 'fuck': 1, 'gods': 1}",3.77
yates,35,549,23,"{'sex': 4, 'oral': 3, 'pimp': 3, 'prostitute': 2, 'anal': 2, 'fuck': 2, 'whore': 2, 'penis': 1, 'prostitutes': 1, 'stupid': 1, 'drunk': 1, 'bitch': 1}",4.19
ike,33,286,6,"{'fuck': 2, 'god': 1, 'asshole': 1, 'shit': 1, 'fags': 1}",2.1
lead biker,28,486,23,"{'fags': 7, 'fag': 5, 'faggot': 3, 'god': 1, 'damn': 1, 'fucked': 1, 'bastards': 1, 'gay': 1, 'fuckin': 1, 'ass': 1, 'faggots': 1}",4.73
sharon,25,325,4,"{'fart': 1, 'vagina': 1, 'god': 1, 'pee': 1}",1.23
joe,24,224,2,{'sex': 2},0.89
professor chaos,24,487,6,"{'coon': 4, 'titty': 1, 'fat': 1}",1.23
announcer,23,342,2,"{'queef': 1, 'fucking': 1}",0.58
officer 1,23,278,0,{},0.0
mickey,22,495,19,"{'fuck': 3, 'sex': 2, 'faggots': 2, 'fucking': 2, 'stupid': 2, 'shit': 1, 'goddamned': 1, 'hell': 1, 'goddamn': 1, 'prick': 1, 'god': 1, 'sucks': 1, 'retard': 1}",3.84
clyde,22,182,0,{},0.0
pi pi,22,537,15,{'pee': 15},2.79
tammy,19,288,3,{'god': 3},1.04
terrance,19,136,5,"{'queef': 2, 'smut': 1, 'sex': 1, 'hell': 1}",3.68
coach,19,251,3,{'stupid': 3},1.2
kevin,18,127,1,{'god': 1},0.79
mysterion,18,281,1,{'fat': 1},0.36
katherine,18,212,7,"{'fucking': 2, 'vagina': 1, 'queef': 1, 'god': 1, 'sex': 1, 'fuck': 1}",3.3
phillip,18,129,10,"{'sex': 2, 'hell': 1, 'crap': 1, 'kill': 1, 'stupid': 1, 'bitch': 1, 'fuck': 1, 'queef': 1, 'queefs': 1}",7.75
water tester,18,281,9,"{'pee': 7, 'god': 1, 'damn': 1}",3.2
mr mackey,17,361,1,{'gay': 1},0.28
jason,16,201,1,{'god': 1},0.5
fire marshal,16,155,4,"{'pee': 2, 'god': 1, 'damn': 1}",2.58
katie,15,95,5,"{'farts': 1, 'queefs': 1, 'queef': 1, 'god': 1, 'kill': 1}",5.26
billy mays,15,297,1,{'fucking': 1},0.34
sgt yates,14,147,1,{'god': 1},0.68
