Name,Lines,Words,Profanity Count,Profanity List,Profanity Frequency
cartman,438,6038,160,"{'god': 26, 'hiv': 12, 'damn': 12, 'dick': 9, 'fuck': 8, 'asshole': 7, 'kill': 7, 'bitch': 7, 'fucking': 6, 'hell': 6, 'ass': 5, 'boobs': 5, 'crap': 4, 'fuckin': 4, 'stupid': 3, 'titties': 3, 'screw': 3, 'gay': 3, 'urine': 2, 'pussy': 2, 'sucks': 2, 'goddamn': 2, 'japs': 2, 'suck': 1, 'goddamned': 1, 'slaves': 1, 'butthole': 1, 'crotch': 1, 'pee': 1, 'fucked': 1, 'pissed': 1, 'homo': 1, 'douchebag': 1, 'ugly': 1, 'potty': 1, 'lesbo': 1, 'jerk': 1, 'titty': 1, 'retard': 1, 'assholes': 1, 'fags': 1, 'jap': 1, 'sexual': 1}",2.65
stan,275,2734,26,"{'god': 7, 'hell': 4, 'damn': 3, 'dick': 2, 'raped': 2, 'fuck': 2, 'pussy': 1, 'kill': 1, 'urine': 1, 'titties': 1, 'asshole': 1, 'shit': 1}",0.95
kyle,266,2439,52,"{'hiv': 9, 'god': 7, 'kill': 5, 'crap': 4, 'fatass': 3, 'raped': 3, 'suck': 3, 'rape': 2, 'raping': 2, 'damn': 2, 'hell': 2, 'bitch': 1, 'asshole': 1, 'fuck': 1, 'pots': 1, 'homo': 1, 'fucking': 1, 'murder': 1, 'dick': 1, 'stupid': 1, 'turd': 1}",2.13
butters,204,1797,13,"{'god': 5, 'fuck': 2, 'pee': 1, 'penis': 1, 'kill': 1, 'boobs': 1, 'faggot': 1, 'crap': 1}",0.72
randy,157,1807,47,"{'god': 14, 'porn': 5, 'fuckin': 3, 'shemales': 2, 'bestiality': 2, 'fart': 2, 'damn': 2, 'stupid': 2, 'shit': 2, 'naked': 1, 'boobs': 1, 'playboy': 1, 'sucks': 1, 'gangbang': 1, 'hell': 1, 'kill': 1, 'crap': 1, 'fat': 1, 'fuck': 1, 'asshole': 1, 'fucking': 1, 'assfuck': 1}",2.6
wendy,75,590,18,"{'fucking': 4, 'ass': 3, 'god': 3, 'shit': 2, 'crap': 1, 'asshole': 1, 'suck': 1, 'damn': 1, 'bastard': 1, 'stupid': 1}",3.05
stephen abootman,52,864,9,"{'fat': 2, 'damn': 2, 'dickhead': 1, 'ass': 1, 'stupid': 1, 'hell': 1, 'fucked': 1}",1.04
kenny,51,245,17,"{'fuck': 5, 'fucking': 3, 'titties': 2, 'asshole': 1, 'god': 1, 'fuckers': 1, 'damn': 1, 'fucked': 1, 'fuckin': 1, 'hell': 1}",6.94
michael chertoff,50,839,5,"{'damn': 2, 'bastard': 1, 'retards': 1, 'god': 1}",0.6
stephen,49,567,11,"{'penis': 5, 'crotch': 1, 'piss': 1, 'kill': 1, 'god': 1, 'damn': 1, 'gay': 1}",1.94
sharon,47,431,5,"{'god': 3, 'stupid': 1, 'hell': 1}",1.16
craig,47,856,7,"{'dick': 2, 'crap': 1, 'asshole': 1, 'stupid': 1, 'jerks': 1, 'assholes': 1}",0.82
gerald,45,681,7,"{'god': 1, 'piss': 1, 'tits': 1, 'asshole': 1, 'urine': 1, 'titty': 1, 'boob': 1}",1.03
obama,42,713,2,"{'god': 1, 'anus': 1}",0.28
mr gueermo,40,522,12,"{'god': 3, 'stupid': 2, 'asshole': 2, 'shit': 1, 'ass': 1, 'hells': 1, 'asses': 1, 'bitch': 1}",2.3
bridon,38,266,0,{},0.0
mrs garrison,34,457,30,"{'penis': 21, 'sex': 2, 'crap': 2, 'screw': 1, 'god': 1, 'hell': 1, 'kill': 1, 'stupid': 1}",6.56
mr garrison,33,409,2,"{'faggot': 1, 'crap': 1}",0.49
